EmpID,Location,Gender,Level,Date Of Joining,Overall Rating,Career Growth,Compensation and Benefits,Work-life Balance,Comments
a81b50x649,LocE,Men,Middle,28-Aug-12,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,compensastion and growth
a80b16x665,LocB,Women,Senior,19-Aug-09,Very Satisfied,Satisfied,Satisfied,Very Satisfied,No pressure at work
a82b93x663,LocA,Men,Junior,26-Sep-15,Neutral,Satisfied,Dissatisfied,Very Satisfied,0
a80b05x622,Remote,Women,Middle,25-Sep-13,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing to like here
a80b21x679,LocB,Women,Senior,03-Jul-19,Neutral,Neutral,Very Dissatisfied,Neutral,"Learning
Client connection"
a81b77x624,LocB,UD,Junior,07-Jul-21,Satisfied,Satisfied,Neutral,Satisfied,0
a80b57x690,LocC,Men,Junior,28-Jul-24,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Everything good
a80b62x601,Remote,UD,Middle,03-Sep-11,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No dislikes found
a80b35x651,LocC,Women,Junior,03-Mar-18,Neutral,Satisfied,Neutral,Neutral,Learning opportunities on any upcoming new skill in the market
a80b80x698,LocF,Women,Senior,15-Oct-24,Satisfied,Satisfied,Neutral,Satisfied,"Deserved candidates are promoted promptly.
Unbiased in providing opportunities to employees, regardless of their gender or any other thing"
a81b79x633,LocC,Men,Junior,27-Jan-07,Satisfied,Neutral,Neutral,Satisfied,Yes
a81b45x615,LocF,Women,Middle,01-Jun-07,Satisfied,Satisfied,Neutral,Satisfied,Monotonous tasks after a while.
a80b72x630,LocA,Men,Middle,05-Apr-19,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nothing to dislike
a80b59x648,LocF,Women,Middle,14-Jul-12,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Nothing good about the company
a81b08x696,LocC,Women,Middle,22-Oct-24,Satisfied,Satisfied,Neutral,Satisfied,"Company Policies, job security"
a81b98x650,LocB,Men,Middle,21-Nov-13,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,0
a81b52x652,LocG,Women,Junior,18-Sep-21,Dissatisfied,Neutral,Very Dissatisfied,Neutral,"Zero appraisal and fake promise, shitty transport services for women employees"
a80b56x665,LocF,Women,Middle,02-Jul-20,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,"Upskilling, Management support"
a82b28x608,LocB,Men,Junior,06-Jun-23,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"don't usually write reviews but this one I had to get it off my chest. Joined as a fresher with lots of excitement, dreams and fire to learn and make a different but turns out I absolutely hated the time that I've spent at CompanyX, there is no work life balance : had to work late hours and Sundays because of deployments. Even if you are from computer science major you can be thrown in to a testing team (you have no say in it). You can do write all the documentation cause you are a fresher. Many politics were played during relocation. Staffing partners suck can't manage anything. Managers show Favoritisim during appraisals...Read More"
a82b08x685,LocG,Men,Junior,07-Mar-14,Very Dissatisfied,Neutral,Dissatisfied,Neutral,0
a81b07x611,LocE,Men,Junior,01-Mar-22,Satisfied,Satisfied,Very Dissatisfied,Satisfied,CompanyX provides trainings to new joinees.
a80b22x610,LocD,Women,Middle,06-Dec-07,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work Life balance
a81b58x639,LocF,Men,Junior,18-Feb-14,Very Satisfied,Neutral,Neutral,Neutral,Life and career balance
a80b40x648,Remote,Women,Senior,21-Jul-07,Satisfied,Very Satisfied,Neutral,Satisfied,Good good good good good
a81b28x633,LocE,UD,Senior,12-Nov-07,Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a82b30x664,LocE,Men,Junior,18-Aug-13,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Work load on new resources
a80b45x634,LocG,Women,Junior,14-Mar-10,Neutral,Dissatisfied,Neutral,Neutral,Only work from the home facility is good which others companies are also providing at this pandemic situation.
a82b36x628,Remote,Men,Junior,06-Jul-20,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Innovation and training
a81b43x673,LocG,Men,Junior,19-Oct-20,Neutral,Neutral,Neutral,Satisfied,Nothing
a80b47x607,Remote,Women,Middle,23-Sep-13,Satisfied,Satisfied,Satisfied,Satisfied,Nothing i liked about this company
a82b83x632,Remote,Women,Junior,25-Mar-06,Neutral,Dissatisfied,Dissatisfied,Neutral,Innovation
a81b68x666,LocA,Women,Junior,23-Jan-15,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Am not satisfied with salary
a80b29x680,LocB,Women,Senior,19-Dec-20,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work life
a81b39x625,LocA,Men,Middle,29-Jul-12,Satisfied,Satisfied,Satisfied,Satisfied,Nice.                              .
a80b73x606,Remote,Women,Junior,17-Mar-21,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,They didn't inform about holidays.
a82b16x666,LocD,Men,Junior,14-Sep-08,Satisfied,Satisfied,Satisfied,Very Satisfied,0
a82b25x649,LocA,Men,Junior,16-Jan-24,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Some what like salary hike
a82b12x659,LocB,Men,Junior,22-Aug-05,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Everything
a80b22x622,LocD,Women,Senior,11-Jun-22,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing is Good to mention in CompanyX
a80b21x639,LocC,Women,Junior,25-Oct-13,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,"Skill development Training 
Management support 
Freedom of expression 
Work culture
Innovation 
Work attitude 
Delivery excellence"
a80b54x688,LocE,Women,Junior,04-May-20,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,"Good projeCompanyB with scope for learning, Nice campus, great amenities and growth opportunities."
a80b11x665,Remote,Women,Junior,12-Aug-12,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,I like to work here
a82b03x600,LocC,Women,Junior,10-Sep-05,Neutral,Very Satisfied,Neutral,Very Satisfied,Work environment
a82b83x647,LocA,Men,Junior,24-Jan-20,Satisfied,Dissatisfied,Neutral,Satisfied,Politics of higher management people and their biased view. HR is a kind of wooden puppet
a82b88x642,LocD,Women,Junior,03-Jun-07,Satisfied,Satisfied,Neutral,Very Satisfied,"WLB, good teammates"
a81b74x651,LocB,Men,Junior,30-Dec-05,Satisfied,Satisfied,Neutral,Very Satisfied,"Great place to learn.
High priority to youngsters. 
Lots of training modules."
a80b44x675,LocE,Women,Junior,24-May-06,Satisfied,Satisfied,Dissatisfied,Neutral,Inclusive and opportunity for the deserved one's.
a81b57x670,LocC,Women,Junior,24-Feb-14,Neutral,Dissatisfied,Dissatisfied,Neutral,Salary/appraisal/work-life balance
a80b11x682,LocC,Women,Senior,09-May-23,Satisfied,Satisfied,Satisfied,Satisfied,"I have been working here since 1 yr and the atmosphere within my team is really good, starting from my leads and managers . 
The salary is decent but there is abundance of certificate course that you can do and improve your career path in future ."
a80b87x633,LocG,Women,Senior,01-Jan-09,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,All good in cg here
a80b89x602,LocD,Women,Middle,21-Feb-18,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Being a big organization opportunities to grow and explore within
a80b28x603,LocA,Women,Middle,10-Sep-12,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"Micro management
Appraisal
Variable pay"
a80b17x637,LocD,Women,Middle,28-Jan-23,Satisfied,Neutral,Satisfied,Very Satisfied,"Everything was great, good company structure and working hours."
a81b83x667,Remote,Women,Junior,26-Aug-05,Satisfied,Satisfied,Satisfied,Neutral,Hi I am working for the past
a82b81x694,Remote,UD,Junior,08-Jun-13,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,0
a81b88x600,LocC,Men,Middle,07-Nov-05,Very Satisfied,Very Satisfied,Satisfied,Satisfied,work freedom
a80b04x660,LocE,Women,Junior,15-Dec-10,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,"Having a good and supportive team
Nice at Safety and security"
a80b62x669,LocG,Men,Middle,18-Mar-21,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Hike
a82b21x601,LocG,Men,Junior,20-Jun-10,Neutral,Neutral,Dissatisfied,Neutral,HR follow up
a80b73x613,LocD,Women,Middle,02-Oct-15,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,No
a81b34x659,Remote,Men,Senior,29-Dec-23,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,No good thing
a80b31x604,LocC,Women,Middle,02-Mar-10,Neutral,Neutral,Neutral,Very Satisfied,Work life balance
a80b49x602,LocA,Women,Middle,18-Jul-11,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Systematic work
a81b08x638,LocG,Women,Middle,04-Sep-08,Satisfied,Neutral,Very Dissatisfied,Satisfied,Job security okay
a81b44x647,LocA,Men,Junior,08-Jul-07,Satisfied,Satisfied,Very Satisfied,Satisfied,"Very. Less hikes
Internal poltics"
a82b81x604,LocD,Men,Junior,18-Mar-07,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Payscale
a82b11x618,Remote,Men,Junior,30-Oct-17,Very Satisfied,Satisfied,Satisfied,Satisfied,Great place to be at
a82b10x645,LocC,Women,Junior,10-Dec-06,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing
a82b26x617,LocF,Men,Junior,14-Aug-05,Neutral,Neutral,Dissatisfied,Very Satisfied,Growth is bit slow
a82b87x613,Remote,Men,Junior,02-Aug-12,Satisfied,Satisfied,Neutral,Neutral,Flexibility
a81b74x625,LocD,Men,Junior,30-Oct-05,Satisfied,Neutral,Dissatisfied,Neutral,..
a82b24x604,LocG,Men,Junior,24-Dec-08,Very Satisfied,Satisfied,Satisfied,Satisfied,"Work Culture is good, employee friendly"
a81b55x673,LocG,Men,Middle,23-Feb-13,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,NIL
a81b33x669,Remote,Men,Junior,01-Jun-07,Neutral,Satisfied,Dissatisfied,Very Satisfied,Good
a80b43x623,LocF,Women,Senior,11-Oct-12,Satisfied,Satisfied,Satisfied,Satisfied,"CompanyX values are amazing to follow by everyone and gender equality is much encouraged here.
Scope for learning process from scratch, i proud being part of CompanyX since from 12 years ☺️"
a81b39x632,LocE,Men,Middle,10-Aug-22,Satisfied,Neutral,Dissatisfied,Satisfied,It was good experience but career growth onsite opportunity was not there
a80b06x672,LocC,Women,Senior,18-Aug-17,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,good environment
a80b39x679,LocB,Men,Senior,07-Jan-12,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Manager and lead ship are really good people they help you train and grow. Iam a mom and I have work life balance working here. Great environment to work around
a82b89x656,LocF,Men,Junior,20-Sep-20,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,0
a81b34x663,LocE,Men,Middle,04-Jun-10,Neutral,Very Satisfied,Satisfied,Very Satisfied,"It is good company with good work-life balance. Job pressure is less and you will get a lot of opportunities to learn new technologies. CompanyX believes in mixing people which reduces internal politics. I joined this company as a fresher, from my experience the way HR handles freshers resource is pathetic. Freshers are forced to do support projeCompanyB."
a81b77x668,LocG,Men,Junior,13-Apr-12,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Nothing as such
a81b23x622,LocF,Men,Middle,09-Feb-18,Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Nothing
a80b19x635,Remote,Women,Junior,16-Feb-23,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Nothing much to like , just normal policies"
a82b23x662,LocD,Men,Junior,27-Jul-14,Very Satisfied,Satisfied,Neutral,Neutral,"The work pressure is very short
And simple"
a82b18x667,LocF,Men,Junior,05-Jul-18,Satisfied,Neutral,Neutral,Satisfied,0
a81b00x609,LocD,Men,Junior,27-Feb-14,Satisfied,Very Satisfied,Satisfied,Satisfied,0
a80b23x651,LocF,Women,Junior,30-May-08,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,CompanyX and it's clients helped me grow as a leader. And I transformed my self as an engineer here.
a81b84x678,LocB,Women,Middle,18-Mar-24,Very Satisfied,Satisfied,Satisfied,Satisfied,learning is not that great
a81b64x624,LocG,Women,Junior,25-Mar-15,Satisfied,Satisfied,Neutral,Satisfied,Opportunities can be limited for some
a80b34x671,LocC,Women,Senior,10-Dec-24,Neutral,Very Dissatisfied,Satisfied,Dissatisfied,Salary and benefits
a82b98x668,LocE,Men,Junior,09-Aug-08,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Challenging work environment 
Allowances are good 
Work life balance is amazing
Rewards are good 
If you perform well variable is 120%+"
a80b42x675,LocF,Women,Middle,16-Jul-07,Satisfied,Satisfied,Neutral,Satisfied,I like the Values of the company
a81b21x603,LocB,Women,Senior,12-Mar-13,Satisfied,Very Satisfied,Very Satisfied,Satisfied,CompanyX is open to innovation and adopts technologies
a81b98x692,LocG,Men,Middle,17-Feb-13,Neutral,Neutral,Neutral,Neutral,Nothing as such
a80b04x695,LocF,Women,Junior,07-Jul-16,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Job security
a82b32x634,LocF,UD,Junior,19-Nov-06,Satisfied,Neutral,Neutral,Satisfied,0
a81b64x614,LocB,Men,Junior,29-Sep-16,Very Satisfied,Neutral,Dissatisfied,Neutral,"The new policies, handling of annual compensation and increments has deteriorated over the years. The inclusion of tools  which records in and out time and the time-sheet aligned with it  has impacted work and life balance."
a81b33x637,LocG,Men,Junior,06-Jan-19,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,They are operating as two companies within same CompanyX umbrella and transfer are quite difficult so some opportunities are getting missed despite being available and eligible
a80b50x682,LocD,Women,Middle,12-Feb-06,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,No work pressure
a80b37x691,LocC,Women,Junior,13-Jan-18,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,good team work and fexibility
a80b52x642,LocB,Men,Middle,02-Feb-20,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,I love the work culture and supportive working environment. They really care about their employee well-being
a80b56x649,LocG,Men,Junior,28-Feb-12,Neutral,Satisfied,Neutral,Satisfied,Great office space
a80b62x614,LocB,Women,Middle,07-Jul-24,Very Satisfied,Neutral,Neutral,Satisfied,Supporting to employees during crunch time and approach to resolving our problems I the great support .
a82b93x648,LocD,Men,Junior,22-Feb-14,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Lots of politics, HR and management is poor, they can fire without reason and no one listening here.
Job security is zero."
a81b28x625,LocG,Men,Middle,19-Aug-06,Very Satisfied,Very Satisfied,Satisfied,Satisfied,"Innovation , work environment, training"
a81b73x696,LocE,Men,Junior,24-Feb-13,Neutral,Dissatisfied,Very Dissatisfied,Very Satisfied,All the employees and other seniors are very supportive and friendly. You get chances to explore in various technologies. You get timely appreciations. Every Monday is motivative with a program of Thank God it's monday.
a80b00x615,LocE,Women,Senior,07-Mar-12,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Work life balance
a80b11x681,LocC,Women,Senior,16-Jul-18,Very Satisfied,Satisfied,Satisfied,Neutral,If you're in good project you'll get a lot to learn.
a80b23x695,LocE,Women,Senior,15-Sep-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Great place for freshers to learn and Best in job security for later carrer
a80b60x645,LocD,Women,Middle,13-Jun-12,Very Satisfied,Neutral,Satisfied,Satisfied,work culture
a81b75x639,LocB,Women,Junior,26-Sep-05,Very Satisfied,Satisfied,Very Dissatisfied,Satisfied,NOTHING
a82b23x609,LocE,Men,Junior,04-Oct-08,Satisfied,Satisfied,Satisfied,Satisfied,They will place freshers on bench and late project allocation
a81b05x651,LocE,Men,Middle,21-Sep-15,Satisfied,Satisfied,Neutral,Satisfied,Nice culture and working balance
a80b43x667,LocA,Women,Junior,24-Dec-24,Neutral,Neutral,Neutral,Satisfied,Work life balance
a81b63x650,LocE,Women,Junior,16-Apr-08,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Team work , work culture, employee value, HR consulting, Team & project management"
a82b16x668,LocE,Men,Junior,29-Apr-21,Satisfied,Satisfied,Satisfied,Neutral,Nice
a81b97x677,LocB,Women,Junior,16-Oct-20,Satisfied,Satisfied,Neutral,Satisfied,Environment
a80b53x688,LocB,Women,Middle,06-Mar-15,Satisfied,Neutral,Satisfied,Satisfied,Proper hike and less work load.
a81b76x683,LocA,UD,Junior,22-Aug-08,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,"teammmates - wonderful, training - awesome, job security - not much, career growth - slow, salary/appraisal- way lees sometimes 0%, travel - not at all good, this is reason why i left the organization, politics - little, learning - good, work evironment- good, innovation- not much, work life balance- not as expected."
a82b17x661,LocE,Men,Junior,18-Jun-18,Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Nothing
a80b59x650,LocE,Men,Middle,28-Mar-21,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,"Over all ok company to work
policies are same like IT companies.
All depends on project"
a81b76x689,LocF,Men,Junior,28-Mar-17,Satisfied,Satisfied,Satisfied,Satisfied,"I'm very happy to work with CompanyX and it is the stage where I started learning corporate world and growth was good and salry and appraisal too,. .."
a80b21x623,Remote,Women,Junior,09-Apr-10,Satisfied,Satisfied,Neutral,Satisfied,Good work-life balance is observed
a81b86x622,LocB,Men,Middle,14-Jan-17,Very Satisfied,Satisfied,Neutral,Neutral,no as such
a81b77x631,LocA,UD,Junior,04-Dec-06,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0
a80b40x627,LocE,Women,Junior,26-Aug-10,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Only thing good was job security
a80b98x657,LocE,Women,Middle,04-Dec-13,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Learned new skills with one of my project manager.
a82b88x611,LocF,Women,Junior,19-Dec-16,Satisfied,Satisfied,Satisfied,Satisfied,Work culture
a81b48x650,LocC,Men,Junior,02-Feb-16,Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a80b59x656,LocG,Women,Middle,24-Apr-12,Satisfied,Satisfied,Satisfied,Satisfied,"Good
G
G
G"
a80b05x656,LocF,Women,Senior,28-Jan-09,Very Satisfied,Very Satisfied,Satisfied,Satisfied,The freedom to choose the projeCompanyB you want to work in.
a82b95x670,LocF,Men,Junior,07-Mar-08,Satisfied,Satisfied,Satisfied,Satisfied,Learning opportunities are more
a80b45x650,LocF,Women,Senior,18-Nov-20,Neutral,Satisfied,Neutral,Neutral,it was a good company
